card_name,card_type,color,cmc,power_rank,power_score,pctrank_power,deck_count,total_copies,unscored,unscored_reason,prevalence_flat,prevalence_placement,prevalence_prestige,prevalence_combined,pctrank_prevalence_flat,pctrank_prevalence_placement,pctrank_prevalence_prestige,pctrank_prevalence_combined,gap_flat,gap_placement,gap_prestige,gap_combined
Solitary Confinement,Enchantment,White,3.0,12503.0,15241.0,37.83783783783784,1,2,False,scored,0.001625,0.008835,0.001001,0.006093,19.67871485943775,50.30120481927711,14.407630522088354,47.640562248995984,-18.159122978400088,12.463366981439272,-23.430207315749485,9.802724411158145
Cranial Plating,Artifact,Colorless,2.0,6197.0,21547.0,67.56756756756756,3,8,False,scored,0.006499,0.001657,0.004004,0.001142,49.34738955823293,33.9859437751004,41.61646586345382,33.433734939759034,-18.22017800933463,-33.58162379246716,-25.951101704113746,-34.13383262780853
Sterling Grove,Enchantment,Multicolor,2.0,16838.0,10906.0,25.675675675675677,1,1,False,scored,0.000812,0.004417,0.000501,0.003046,7.228915662650603,43.22289156626506,5.271084337349397,41.91767068273092,-18.446760013025074,17.547215890589385,-20.40459133832628,16.241995007055245
Eldrazi Confluence,Instant,Colorless,4.0,3349.0,24395.0,78.07807807807808,8,15,False,scored,0.012185,0.002761,0.007508,0.001904,59.588353413654616,37.24899598393574,52.359437751004016,36.596385542168676,-18.489724664423463,-40.829082094142336,-25.718640327074063,-41.4816925359094
Sorin the Mirthless,Planeswalker,Black,4.0,9857.0,17887.0,46.6966966966967,2,3,False,scored,0.002437,0.0,0.001502,0.0,28.162650602409638,13.504016064257028,21.686746987951807,13.504016064257028,-18.53404609428706,-33.19268063243967,-25.00994970874489,-33.19268063243967
Gemhide Sliver,Creature,Green,2.0,16837.0,10907.0,25.825825825825827,1,1,False,scored,0.000812,0.0,0.000501,0.0,7.228915662650603,13.504016064257028,5.271084337349397,13.504016064257028,-18.596910163175224,-12.3218097615688,-20.55474148847643,-12.3218097615688
Serra Paragon,Creature,White,4.0,9806.0,17938.0,46.846846846846844,3,3,False,scored,0.002437,0.00497,0.001502,0.003427,28.162650602409638,45.43172690763052,21.686746987951807,43.57429718875502,-18.684196244437207,-1.415119939216325,-25.160099858895038,-3.272549658091826
Flame Rift,Sorcery,Red,2.0,16803.0,10941.0,25.975975975975977,1,1,False,scored,0.000812,0.004417,0.000501,0.003046,7.228915662650603,43.22289156626506,5.271084337349397,41.91767068273092,-18.747060313325374,17.246915590289085,-20.70489163862658,15.941694706754944
Doorkeeper Thrull,Creature,White,2.0,2095.0,25649.0,84.83483483483484,8,24,False,scored,0.019496,0.03037,0.012012,0.020944,66.06425702811245,68.37349397590361,59.63855421686747,63.002008032128515,-18.770577806722386,-16.461340858931223,-25.196280617967368,-21.83282680270632
Expedition Map,Artifact,Colorless,1.0,1453.0,26291.0,89.33933933933935,32,36,False,scored,0.029245,0.022087,0.032533,0.020564,70.43172690763052,64.40763052208835,72.08835341365462,62.65060240963855,-18.907612431708827,-24.931708817250993,-17.25098592568473,-26.688736929700795
Samwise the Stouthearted,Creature,White,2.0,5170.0,22574.0,72.37237237237237,8,10,False,scored,0.008123,0.006074,0.009009,0.00495,53.26305220883534,46.636546184738954,55.12048192771084,46.03413654618474,-19.109320163537028,-25.735826187633414,-17.251890444661527,-26.338235826187628
Hatchery Sliver,Creature,Green,2.0,5996.0,21748.0,68.61861861861863,2,8,False,scored,0.006499,0.0,0.004004,0.0,49.34738955823293,13.504016064257028,41.61646586345382,13.504016064257028,-19.271229060385693,-55.114602554361596,-27.002152755164808,-55.114602554361596
Punishing Fire,Instant,Red,2.0,5291.0,22453.0,71.32132132132132,4,9,False,scored,0.007311,0.0,0.010511,0.0,51.907630522088354,13.504016064257028,57.07831325301205,13.504016064257028,-19.413690799232967,-57.81730525706429,-14.243008068309273,-57.81730525706429
Gamble,Sorcery,Red,1.0,1549.0,26195.0,88.73873873873875,9,33,False,scored,0.026807,0.055218,0.023524,0.04722,69.17670682730923,77.40963855421687,68.22289156626506,74.74899598393574,-19.562031911429514,-11.329100184521877,-20.515847172473684,-13.989742754803004
Tune the Narrative,Instant,Blue,1.0,7849.0,19895.0,56.306306306306304,1,4,False,scored,0.003249,0.0,0.002002,0.0,36.64658634538153,13.504016064257028,29.66867469879518,13.504016064257028,-19.659719960924775,-42.802290242049274,-26.637631607511125,-42.802290242049274
Soul-Guide Lantern,Artifact,Colorless,1.0,154.0,27590.0,98.64864864864865,71,71,False,scored,0.057677,0.050801,0.063063,0.056359,78.91566265060241,76.30522088353413,80.62248995983936,77.15863453815261,-19.73298599804623,-22.343427765114512,-18.02615868880929,-21.490014110496034
Consider,Instant,Blue,1.0,1158.0,26586.0,92.1921921921922,38,40,False,scored,0.032494,0.023744,0.027528,0.020944,72.43975903614458,65.51204819277109,69.6285140562249,63.002008032128515,-19.752433156047616,-26.680143999421105,-22.563678135967294,-29.19018416006368
Unmarked Grave,Sorcery,Black,2.0,16642.0,11102.0,27.027027027027028,1,1,False,scored,0.000812,0.0,0.000501,0.0,7.228915662650603,13.504016064257028,5.271084337349397,13.504016064257028,-19.798111364376425,-13.52301096277,-21.75594268967763,-13.52301096277
Wight of the Reliquary,Creature,Multicolor,2.0,627.0,27117.0,95.64564564564564,14,53,False,scored,0.043054,0.024848,0.032533,0.021706,75.75301204819277,66.16465863453816,72.08835341365462,64.35742971887551,-19.89263359745287,-29.480987011107487,-23.557292231991028,-31.288215926770135
Keen-Eyed Curator,Creature,Green,2.0,2290.0,25454.0,83.48348348348348,19,19,False,scored,0.015435,0.016013,0.010511,0.011043,63.403614457831324,58.68473895582329,57.07831325301205,55.07028112449799,-20.079869025652158,-24.79874452766019,-26.405170230471434,-28.413202358985494
Stern Scolding,Instant,Blue,1.0,7820.0,19924.0,56.75675675675676,3,4,False,scored,0.003249,0.0,0.002002,0.0,36.64658634538153,13.504016064257028,29.66867469879518,13.504016064257028,-20.11017041137523,-43.25274069249973,-27.08808205796158,-43.25274069249973
Enduring Innocence,Creature,White,3.0,11820.0,15924.0,40.24024024024024,1,2,False,scored,0.001625,0.0,0.003003,0.0,19.67871485943775,13.504016064257028,37.55020080321285,13.504016064257028,-20.56152538080249,-26.73622417598321,-2.6900394370273872,-26.73622417598321
Parasitic Strix,Creature,Blue,3.0,11803.0,15941.0,40.390390390390394,2,2,False,scored,0.001625,0.003865,0.001001,0.002666,19.67871485943775,40.16064257028113,14.407630522088354,39.45783132530121,-20.711675530952643,-0.2297478201092673,-25.98275986830204,-0.9325590650891868
Golgari Thug,Creature,Black,2.0,2640.0,25104.0,81.98198198198199,5,16,False,scored,0.012998,0.0,0.011011,0.0,60.94377510040161,13.504016064257028,57.93172690763052,13.504016064257028,-21.03820688158038,-68.47796591772496,-24.05025507435147,-68.47796591772496
Hammer of Nazahn,Artifact,Colorless,4.0,16215.0,11529.0,28.37837837837838,1,1,False,scored,0.000812,0.001657,0.000501,0.001142,7.228915662650603,33.9859437751004,5.271084337349397,33.433734939759034,-21.149462715727775,5.607565396722023,-23.107294041028982,5.0553565613806555
Witherbloom Command,Sorcery,Multicolor,2.0,689.0,27055.0,95.1951951951952,24,45,False,scored,0.036556,0.035892,0.038539,0.04227,73.89558232931726,71.285140562249,74.24698795180723,73.89558232931726,-21.299612865877933,-23.9100546329462,-20.94820724338797,-21.299612865877933
Lava Spike,Sorcery,Red,1.0,7748.0,19996.0,57.95795795795796,1,4,False,scored,0.003249,0.01767,0.002002,0.012186,36.64658634538153,60.24096385542169,29.66867469879518,56.42570281124498,-21.31137161257643,2.283005897463731,-28.28928325916278,-1.532255146712977
Wild Cantor,Creature,Colorless,1.0,7731.0,20013.0,58.10810810810811,4,4,False,scored,0.003249,0.006074,0.003003,0.006474,36.64658634538153,46.636546184738954,37.55020080321285,48.44377510040161,-21.461521762726584,-11.471561923369158,-20.55790730489526,-9.664333007706503
"Tezzeret, Agent of Bolas",Planeswalker,Multicolor,4.0,15388.0,12356.0,29.12912912912913,1,1,False,scored,0.000812,0.0,0.000501,0.0,7.228915662650603,13.504016064257028,5.271084337349397,13.504016064257028,-21.900213466478526,-15.625113064872101,-23.858044791779733,-15.625113064872101
Vesuvan Drifter,Creature,Blue,3.0,11350.0,16394.0,41.74174174174174,1,2,False,scored,0.001625,0.0,0.003003,0.0,19.67871485943775,13.504016064257028,37.55020080321285,13.504016064257028,-22.06302688230399,-28.23772567748471,-4.191540938528888,-28.23772567748471
"Squee, Dubious Monarch",Creature,Red,3.0,3953.0,23791.0,75.37537537537537,9,10,False,scored,0.008123,0.022087,0.007508,0.015232,53.26305220883534,64.40763052208835,52.359437751004016,59.036144578313255,-22.11232316654003,-10.967744853287016,-23.015937624371354,-16.339230797062115
Eldrazi Obligator,Creature,Red,3.0,4829.0,22915.0,74.02402402402403,3,9,False,scored,0.007311,0.013252,0.004505,0.009139,51.907630522088354,55.52208835341366,43.92570281124498,52.610441767068274,-22.116393501935676,-18.501935670610372,-30.098321212779048,-21.413582256955756
Renegade Rallier,Creature,Multicolor,3.0,11311.0,16433.0,41.891891891891895,2,2,False,scored,0.001625,0.008283,0.001001,0.005712,19.67871485943775,49.096385542168676,14.407630522088354,46.83734939759036,-22.213177032454144,7.204493650276781,-27.48426136980354,4.945457505698464
Merfolk Trickster,Creature,Blue,2.0,7501.0,20243.0,59.00900900900901,1,4,False,scored,0.003249,0.0,0.006006,0.0,36.64658634538153,13.504016064257028,47.99196787148594,13.504016064257028,-22.362422663627484,-45.50499294475198,-11.017041137523073,-45.50499294475198
Seam Rip,Enchantment,White,1.0,8493.0,19251.0,50.9009009009009,1,3,False,scored,0.002437,0.013252,0.001502,0.009139,28.162650602409638,55.52208835341366,21.686746987951807,52.610441767068274,-22.738250298491263,4.621187452512757,-29.214153912949094,1.709540866167373
Ocelot Pride,Creature,White,1.0,22.0,27722.0,99.54954954954955,11,56,False,scored,0.045491,0.039757,0.058058,0.039604,76.7570281124498,72.38955823293173,79.11646586345381,72.79116465863454,-22.79252143709975,-27.15999131661782,-20.433083686095742,-26.75838489091501
Deep Analysis,Sorcery,Blue,4.0,14941.0,12803.0,30.03003003003003,1,1,False,scored,0.000812,0.004417,0.000501,0.003046,7.228915662650603,43.22289156626506,5.271084337349397,41.91767068273092,-22.801114367379427,13.192861536235032,-24.758945692680633,11.887640652700892
"Jace, Wielder of Mysteries",Planeswalker,Blue,4.0,14897.0,12847.0,30.18018018018018,1,1,False,scored,0.000812,0.0,0.000501,0.0,7.228915662650603,13.504016064257028,5.271084337349397,13.504016064257028,-22.951264517529577,-16.67616411592315,-24.909095842830784,-16.67616411592315
Springheart Nantuko,Creature,Green,2.0,522.0,27222.0,96.3963963963964,16,43,False,scored,0.034931,0.032579,0.022523,0.022468,73.19277108433735,69.12650602409639,67.62048192771084,64.75903614457832,-23.203625312059046,-27.26989037230001,-28.775914468685556,-31.63736025181808
Wail of the Forgotten,Sorcery,Multicolor,2.0,2047.0,25697.0,85.43543543543544,8,17,False,scored,0.01381,0.020983,0.016016,0.017898,62.19879518072289,63.45381526104418,63.90562248995984,61.09437751004016,-23.236640254712547,-21.98162017439126,-21.529812945475598,-24.341057925395276
"Ral, Monsoon Mage",Creature,Red,2.0,2124.0,25620.0,84.53453453453453,4,16,False,scored,0.012998,0.033131,0.012012,0.033511,60.94377510040161,69.87951807228916,59.63855421686747,69.7289156626506,-23.59075943413292,-14.65501646224537,-24.89598031766706,-14.805618871883922
Fiery Confluence,Sorcery,Red,4.0,14701.0,13043.0,30.93093093093093,1,1,False,scored,0.000812,0.0,0.000501,0.0,7.228915662650603,13.504016064257028,5.271084337349397,13.504016064257028,-23.702015268280327,-17.426914866673904,-25.659846593581534,-17.426914866673904
Vapor Snag,Instant,Blue,1.0,8223.0,19521.0,52.7027027027027,3,3,False,scored,0.002437,0.0,0.004505,0.0,28.162650602409638,13.504016064257028,43.92570281124498,13.504016064257028,-24.540052100293064,-39.19868663844567,-8.77699989145772,-39.19868663844567
Lavaspur Boots,Artifact,Colorless,1.0,263.0,27481.0,98.1981981981982,44,44,False,scored,0.035743,0.039757,0.029029,0.040746,73.54417670682732,72.38955823293173,70.18072289156626,73.14257028112449,-24.654021491370884,-25.808639965266465,-28.017475306631937,-25.055627917073707
Lord of Atlantis,Creature,Blue,2.0,7073.0,20671.0,61.411411411411414,1,4,False,scored,0.003249,0.0,0.006006,0.0,36.64658634538153,13.504016064257028,47.99196787148594,13.504016064257028,-24.764825066029886,-47.907395347154385,-13.419443539925474,-47.907395347154385
Gut Shot,Instant,Colorless,1.0,8196.0,19548.0,53.003003003003,1,3,False,scored,0.002437,0.0,0.004505,0.0,28.162650602409638,13.504016064257028,43.92570281124498,13.504016064257028,-24.840352400593364,-39.49898693874597,-9.07730019175802,-39.49898693874597
Devoted Druid,Creature,Green,2.0,7063.0,20681.0,61.56156156156156,1,4,False,scored,0.003249,0.0,0.002002,0.0,36.64658634538153,13.504016064257028,29.66867469879518,13.504016064257028,-24.914975216180032,-48.05754549730453,-31.89288686276638,-48.05754549730453
Scythecat Cub,Creature,Green,2.0,2572.0,25172.0,82.43243243243244,7,13,False,scored,0.010561,0.018222,0.006507,0.012567,57.47991967871486,61.596385542168676,49.69879518072289,57.58032128514056,-24.952512753717578,-20.83604689026376,-32.733637251709546,-24.852111147291872
Kolaghan's Command,Instant,Multicolor,3.0,3091.0,24653.0,79.72972972972973,7,11,False,scored,0.008936,0.021535,0.005506,0.014851,54.71887550200803,63.90562248995984,46.4859437751004,58.63453815261044,-25.010854227721694,-15.824107239769887,-33.243785954629324,-21.095191577119287
Legion Extruder,Artifact,Red,2.0,7013.0,20731.0,62.012012012012015,1,4,False,scored,0.003249,0.015461,0.004004,0.021325,36.64658634538153,57.98192771084337,41.61646586345382,63.75502008032129,-25.365425666630486,-4.0300843011686425,-20.395546148558196,1.7430080683092726
Endbringer,Creature,Colorless,6.0,14035.0,13709.0,32.732732732732735,1,1,False,scored,0.000812,0.001657,0.000501,0.001142,7.228915662650603,33.9859437751004,5.271084337349397,33.433734939759034,-25.503817070082132,1.253211042367667,-27.46164839538334,0.7010022070262991
Lion Sash,Creature,White,2.0,506.0,27238.0,96.6966966966967,35,37,False,scored,0.030057,0.026505,0.028529,0.024372,71.08433734939759,67.01807228915662,69.97991967871486,65.8132530120482,-25.61235934729912,-29.678624407540084,-26.71677701798184,-30.883443684648512
Birchlore Rangers,Creature,Green,1.0,1267.0,26477.0,91.29129129129129,11,22,False,scored,0.017872,0.029818,0.02002,0.040746,65.41164658634538,68.02208835341365,66.214859437751,73.14257028112449,-25.879644704945903,-23.269202937877637,-25.076431853540285,-18.148721010166796
Silence,Instant,White,1.0,8126.0,19618.0,54.054054054054056,1,3,False,scored,0.002437,0.013252,0.003003,0.018279,28.162650602409638,55.52208835341366,37.55020080321285,61.44578313253012,-25.89140345164442,1.4680342993596014,-16.503853250841203,7.391729078476061
Worldgorger Dragon,Creature,Red,6.0,13949.0,13795.0,33.18318318318318,1,1,False,scored,0.000812,0.0,0.000501,0.0,7.228915662650603,13.504016064257028,5.271084337349397,13.504016064257028,-25.95426752053258,-19.679167118926152,-27.912098845833786,-19.679167118926152
Ethereal Forager,Creature,Blue,6.0,13944.0,13800.0,33.333333333333336,1,1,False,scored,0.000812,0.001657,0.001502,0.003427,7.228915662650603,33.9859437751004,21.686746987951807,43.57429718875502,-26.104417670682732,0.6526104417670666,-11.646586345381529,10.240963855421683
Sweet-Gum Recluse,Creature,Green,6.0,9962.0,17782.0,45.7957957957958,1,2,False,scored,0.001625,0.0,0.001001,0.0,19.67871485943775,13.504016064257028,14.407630522088354,13.504016064257028,-26.117080936358047,-32.29177973153877,-31.388165273707443,-32.29177973153877
"Tasigur, the Golden Fang",Creature,Black,6.0,13897.0,13847.0,33.48348348348348,1,1,False,scored,0.000812,0.001657,0.000501,0.001142,7.228915662650603,33.9859437751004,5.271084337349397,33.433734939759034,-26.25456782083288,0.5024602916169201,-28.212399146134086,-0.049748543724447813
Feed the Cycle,Instant,Black,2.0,6974.0,20770.0,62.912912912912915,4,4,False,scored,0.003249,0.0,0.003504,0.0,36.64658634538153,13.504016064257028,39.558232931726906,13.504016064257028,-26.266326567531387,-49.408896848655885,-23.35467998118601,-49.408896848655885
Otherworldly Gaze,Instant,Blue,1.0,1668.0,26076.0,87.23723723723724,4,16,False,scored,0.012998,0.0,0.012012,0.0,60.94377510040161,13.504016064257028,59.63855421686747,13.504016064257028,-26.29346213683563,-73.73322117298021,-27.59868302036977,-73.73322117298021
"Ugin, the Ineffable",Planeswalker,Colorless,6.0,13751.0,13993.0,33.633633633633636,1,1,False,scored,0.000812,0.0,0.001502,0.0,7.228915662650603,13.504016064257028,21.686746987951807,13.504016064257028,-26.404717970983032,-20.129617569376606,-11.946886645681829,-20.129617569376606
Idol of Oblivion,Artifact,Colorless,2.0,6971.0,20773.0,63.06306306306306,1,4,False,scored,0.003249,0.0,0.002002,0.0,36.64658634538153,13.504016064257028,29.66867469879518,13.504016064257028,-26.416476717681533,-49.55904699880603,-33.39438836426788,-49.55904699880603
Melded Moxite,Artifact,Red,2.0,2527.0,25217.0,82.58258258258259,1,12,False,scored,0.009748,0.046383,0.012012,0.063976,56.12449799196787,74.94979919678715,59.63855421686747,78.714859437751,-26.458084590614718,-7.632783385795435,-22.94402836571512,-3.8677231448315865
Canoptek Scarab Swarm,Creature,Colorless,4.0,3660.0,24084.0,76.57657657657657,8,8,False,scored,0.006499,0.008283,0.007007,0.008759,49.34738955823293,49.096385542168676,51.15461847389558,51.40562248995984,-27.229187018343637,-27.480191034407895,-25.42195810268099,-25.17095408661673
Proft's Eidetic Memory,Enchantment,Blue,2.0,6864.0,20880.0,63.96396396396396,3,4,False,scored,0.003249,0.0,0.003504,0.0,36.64658634538153,13.504016064257028,39.558232931726906,13.504016064257028,-27.317377618582434,-50.45994789970693,-24.405731032237057,-50.45994789970693
Aether Spellbomb,Artifact,Colorless,1.0,1154.0,26590.0,92.34234234234235,21,21,False,scored,0.017059,0.013805,0.01952,0.010663,64.90963855421687,56.67670682730924,65.86345381526104,54.56827309236948,-27.43270378812548,-35.66563551503311,-26.47888852708131,-37.77406924997287
Assassin's Trophy,Instant,Multicolor,2.0,6754.0,20990.0,64.41441441441441,1,4,False,scored,0.003249,0.0,0.002002,0.0,36.64658634538153,13.504016064257028,29.66867469879518,13.504016064257028,-27.76782806903288,-50.91039835015738,-34.74573971561923,-50.91039835015738
Eldrazi Repurposer,Creature,Green,3.0,4678.0,23066.0,74.47447447447448,2,7,False,scored,0.005686,0.013252,0.003504,0.009139,46.4859437751004,55.52208835341366,39.558232931726906,52.610441767068274,-27.988530699374074,-18.95238612106082,-34.91624154274757,-21.864032707406203
"Yorion, Sky Nomad",Creature,Colorless,5.0,13560.0,14184.0,35.28528528528528,1,1,False,scored,0.000812,0.001657,0.000501,0.001142,7.228915662650603,33.9859437751004,5.271084337349397,33.433734939759034,-28.05636962263468,-1.299341510184881,-30.014200947935887,-1.851550345526249
Master of the Pearl Trident,Creature,Blue,2.0,6641.0,21103.0,64.71471471471472,1,4,False,scored,0.003249,0.0,0.006006,0.0,36.64658634538153,13.504016064257028,47.99196787148594,13.504016064257028,-28.068128369333188,-51.21069865045769,-16.722746843228776,-51.21069865045769
Ertai Resurrected,Creature,Multicolor,4.0,9143.0,18601.0,47.8978978978979,2,2,False,scored,0.001625,0.000552,0.002503,0.001142,19.67871485943775,28.664658634538153,35.19076305220884,33.433734939759034,-28.219183038460148,-19.233239263359746,-12.707134845689062,-14.464162958138864
Stormchaser's Talent,Enchantment,Blue,1.0,823.0,26921.0,94.44444444444444,3,24,False,scored,0.019496,0.01767,0.03003,0.022848,66.06425702811245,60.24096385542169,70.63253012048193,65.11044176706827,-28.380187416331992,-34.20348058902275,-23.81191432396251,-29.334002677376176
Archon of Absolution,Creature,White,4.0,8957.0,18787.0,48.34834834834835,1,2,False,scored,0.001625,0.001104,0.001001,0.000762,19.67871485943775,31.12449799196787,14.407630522088354,30.42168674698795,-28.669633488910602,-17.22385035638048,-33.94071782626,-17.9266616013604
Jack-o'-Lantern,Artifact,Colorless,1.0,151.0,27593.0,98.7987987987988,29,35,False,scored,0.028432,0.008835,0.030531,0.014851,70.03012048192771,50.30120481927711,71.08433734939759,58.63453815261044,-28.76867831687109,-48.49759397952169,-27.714461449401213,-40.16426064618836
Spell Snare,Instant,Blue,1.0,7806.0,19938.0,57.05705705705706,2,3,False,scored,0.002437,0.0,0.002503,0.0,28.162650602409638,13.504016064257028,35.19076305220884,13.504016064257028,-28.89440645464742,-43.55304099280003,-21.86629400484822,-43.55304099280003
Searslicer Goblin,Creature,Red,2.0,6379.0,21365.0,66.06606606606607,1,4,False,scored,0.003249,0.0,0.002002,0.0,36.64658634538153,13.504016064257028,29.66867469879518,13.504016064257028,-29.419479720684542,-52.56205000180904,-36.39739136727089,-52.56205000180904
Exquisite Firecraft,Sorcery,Red,3.0,12757.0,14987.0,36.93693693693694,1,1,False,scored,0.000812,0.004417,0.000501,0.003046,7.228915662650603,43.22289156626506,5.271084337349397,41.91767068273092,-29.708021274286335,6.285954629328124,-31.66585259958754,4.980733745793984
Cryptic Coat,Artifact,Blue,3.0,4385.0,23359.0,74.62462462462463,6,6,False,scored,0.004874,0.002209,0.003504,0.001523,44.6285140562249,36.596385542168676,39.558232931726906,36.04417670682731,-29.99611056839973,-38.028239082455954,-35.066391692897724,-38.58044791779732
Staff of Domination,Artifact,Colorless,3.0,12549.0,15195.0,37.23723723723724,1,1,False,scored,0.000812,0.004417,0.001502,0.009139,7.228915662650603,43.22289156626506,21.686746987951807,52.610441767068274,-30.008321574586635,5.985654329027824,-15.550490249285431,15.373204529831035
Chart a Course,Sorcery,Blue,2.0,5102.0,22642.0,72.82282282282283,2,5,False,scored,0.004062,0.0,0.004004,0.0,42.7710843373494,13.504016064257028,41.61646586345382,13.504016064257028,-30.05173848547343,-59.3188067585658,-31.20635695936901,-59.3188067585658
"Phlage, Titan of Fire's Fury",Creature,Multicolor,3.0,3065.0,24679.0,79.87987987987988,4,8,False,scored,0.006499,0.004417,0.004004,0.003046,49.34738955823293,43.22289156626506,41.61646586345382,41.91767068273092,-30.532490321646947,-36.65698831361482,-38.26341401642606,-37.96220919714896
Legolas's Quick Reflexes,Instant,Green,1.0,1218.0,26526.0,91.5915915915916,6,16,False,scored,0.012998,0.003313,0.021021,0.002285,60.94377510040161,38.102409638554214,66.91767068273093,37.55020080321285,-30.647816491189985,-53.48918195303738,-24.673920908860666,-54.04139078837874
Puresteel Paladin,Creature,White,2.0,6181.0,21563.0,67.86786786786787,1,4,False,scored,0.003249,0.006626,0.002002,0.00457,36.64658634538153,47.48995983935743,29.66867469879518,45.33132530120482,-31.221281522486343,-20.37790802851044,-38.19919316907269,-22.53654256666305
Minor Misstep,Instant,Blue,1.0,8465.0,19279.0,51.2012012012012,2,2,False,scored,0.001625,0.0,0.001001,0.0,19.67871485943775,13.504016064257028,14.407630522088354,13.504016064257028,-31.52248634176345,-37.69718513694417,-36.79357067911285,-37.69718513694417
Council's Judgment,Sorcery,White,3.0,12047.0,15697.0,39.33933933933934,1,1,False,scored,0.000812,0.000552,0.000501,0.000381,7.228915662650603,28.664658634538153,5.271084337349397,28.313253012048193,-32.11042367668874,-10.674680704801187,-34.06825500198994,-11.026086327291146
Sewer-veillance Cam,Artifact,Blue,1.0,976.0,26768.0,93.3933933933934,1,16,False,scored,0.012998,0.061844,0.016016,0.085301,60.94377510040161,79.16666666666667,63.90562248995984,83.13253012048193,-32.44961829299179,-14.226726726726724,-29.487770903433557,-10.260863272911465
Cyclonic Rift,Instant,Blue,2.0,7172.0,20572.0,60.66066066066066,3,3,False,scored,0.002437,0.001657,0.001502,0.001142,28.162650602409638,33.9859437751004,21.686746987951807,33.433734939759034,-32.498010058251026,-26.674716885560258,-38.97391367270885,-27.226925720901626
Eldrazi Displacer,Creature,White,3.0,11848.0,15896.0,40.090090090090094,1,1,False,scored,0.000812,0.0,0.000501,0.0,7.228915662650603,13.504016064257028,5.271084337349397,13.504016064257028,-32.861174427439494,-26.586074025833064,-34.81900575274069,-26.586074025833064
Boomerang Basics,Sorcery,Blue,1.0,1587.0,26157.0,88.13813813813815,2,11,False,scored,0.008936,0.011596,0.015015,0.015994,54.71887550200803,52.911646586345384,63.25301204819277,60.19076305220884,-33.419262636130114,-35.22649155179276,-24.885126089945373,-27.94737508592931
Orim's Chant,Instant,White,1.0,985.0,26759.0,93.24324324324324,8,15,False,scored,0.012185,0.003313,0.020521,0.006855,59.588353413654616,38.102409638554214,66.61646586345381,48.84538152610442,-33.654889829588626,-55.14083360468903,-26.62677737978943,-44.397861717138824
Invisible Stalker,Creature,Blue,2.0,5320.0,22424.0,71.02102102102103,1,4,False,scored,0.003249,0.0,0.004004,0.0,36.64658634538153,13.504016064257028,41.61646586345382,13.504016064257028,-34.3744346756395,-57.517004956764,-29.40455515756721,-57.517004956764
Ledger Shredder,Creature,Blue,2.0,2904.0,24840.0,80.93093093093093,3,7,False,scored,0.005686,0.013252,0.010511,0.027418,46.4859437751004,55.52208835341366,57.07831325301205,67.16867469879519,-34.444987155830525,-25.40884257751727,-23.85261767791888,-13.76225623213574
Goblin Cratermaker,Creature,Red,2.0,5308.0,22436.0,71.17117117117117,4,4,False,scored,0.003249,0.003865,0.003003,0.002666,36.64658634538153,40.16064257028113,37.55020080321285,39.45783132530121,-34.52458482578964,-31.01052860089004,-33.620970367958314,-31.71333984586996
Oliphaunt,Creature,Red,6.0,3451.0,24293.0,77.32732732732732,2,5,False,scored,0.004062,0.000552,0.002503,0.000381,42.7710843373494,28.664658634538153,35.19076305220884,28.313253012048193,-34.556242989977925,-48.66266869278917,-42.13656427511849,-49.01407431527913
Umezawa's Jitte,Artifact,Colorless,2.0,493.0,27251.0,96.84684684684684,17,17,False,scored,0.01381,0.011044,0.012513,0.007997,62.19879518072289,52.45983935742972,60.79317269076305,50.0,-34.648051666123955,-44.38700748941712,-36.053674156083794,-46.846846846846844
Assimilation Aegis,Artifact,Multicolor,3.0,11290.0,16454.0,42.04204204204204,1,1,False,scored,0.000812,0.0,0.001502,0.0,7.228915662650603,13.504016064257028,21.686746987951807,13.504016064257028,-34.81312637939144,-28.53802597778501,-20.355295054090234,-28.53802597778501
Caustic Bronco,Creature,Black,2.0,5260.0,22484.0,71.62162162162163,1,4,False,scored,0.003249,0.015461,0.002002,0.010663,36.64658634538153,57.98192771084337,29.66867469879518,54.56827309236948,-34.9750352762401,-13.639693910778256,-41.95294692282645,-17.053348529252148
Grafdigger's Cage,Artifact,Colorless,1.0,8048.0,19696.0,54.65465465465466,2,2,False,scored,0.001625,0.003865,0.001001,0.002666,19.67871485943775,40.16064257028113,14.407630522088354,39.45783132530121,-34.9759397952169,-14.49401208437353,-40.2470241325663,-15.19682332935345
Unable to Scream,Enchantment,Blue,1.0,1086.0,26658.0,92.64264264264264,2,13,False,scored,0.010561,0.056875,0.013514,0.081112,57.47991967871486,77.91164658634538,61.54618473895582,82.53012048192771,-35.162722963927784,-14.730996056297258,-31.09645790368682,-10.112522160714931
Argothian Enchantress,Creature,Green,2.0,5214.0,22530.0,71.92192192192192,1,4,False,scored,0.003249,0.01767,0.002002,0.012186,36.64658634538153,60.24096385542169,29.66867469879518,56.42570281124498,-35.27533557654039,-11.680958066500231,-42.25324722312674,-15.49621911067694
Changeling Outcast,Creature,Black,1.0,1556.0,26188.0,88.58858858858859,3,10,False,scored,0.008123,0.0,0.009009,0.0,53.26305220883534,13.504016064257028,55.12048192771084,13.504016064257028,-35.32553637975325,-75.08457252433156,-33.46810666087775,-75.08457252433156
